# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES
3042	Duhumbi	pull	pull1	kʰjɛŋ	kʰjɛŋ	kʰ j ɛ ŋ		826	826	kʰ j ɛ ŋ	i m n c	286	?
3046	Rahung	pull	pull1	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		826	826	tɕʰ - ɛ ŋ	i n c	286	?
3047	Rupa	pull	pull1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		826	826	kʰ - ɛ ŋ	i n c	286	?
3048	Shergaon	pull	pull1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		826	826	kʰ - ɛ ŋ	i n c	286	?
3051	Khoina	pull	pull2	giː	giː	g iː		326	826	g iː	i n	326	pull
3052	Jerigaon	pull	pull2	giː	giː	g iː		326	826	g iː	i n	326	pull
3053	Khoitam	pull	pull2	giː	giː	g iː		326	826	g iː	i n	326	pull
3054	Rahung	pull	pull2	giː	giː	g iː		326	826	g iː	i n	326	pull
#
3057	Khispi	pulse	pulse	ɕak-pu	ɕak+pu	ɕ a k + p u		828 827	828 827	ɕ a k + p u	i n c + i n	828 827	pulse pulse
3058	Duhumbi	pulse	pulse	ɕak-pu	ɕak+pu	ɕ a k + p u		828 827	828 827	ɕ a k + p u	i n c + i n	828 827	pulse pulse
3059	Khoina	pulse	pulse	ɕɐk-pyː	ɕɐk+pyː	ɕ ɐ k + p yː		828 827	828 827	ɕ ɐ k + p yː	i n c + i n	828 827	pulse pulse
3060	Jerigaon	pulse	pulse	sɐk-pyː	sɐk+pyː	s ɐ k + p yː		828 827	828 827	s ɐ k + p yː	i n c + i n	828 827	pulse pulse
3061	Khoitam	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k + p yː	i n c + i n	828 827	pulse pulse
3062	Rahung	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k + p yː	i n c + i n	828 827	pulse pulse
3063	Rupa	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k + p yː	i n c + i n	828 827	pulse pulse
3064	Shergaon	pulse	pulse	sak-piː	sak+piː	s a k + p iː		828 827	828 827	s a k + p iː	i n c + i n	828 827	pulse pulse
#
3065	Khispi	pumpkin	pumpkin	buŋ-ɕa	buŋ+ɕa	b u ŋ + ɕ a		833 831	832 831	b - u ŋ + ɕ a	i n c + i n	833 389	pumpkin ?
3066	Duhumbi	pumpkin	pumpkin	brum-ɕa	brum+ɕa	b r u m + ɕ a		833 831	833 831	b r u m + ɕ a	i m n c + i n	833 389	pumpkin ?
3067	Khoina	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a + pʰ l u ŋ	i n + i m n c	830 829	pumpkin pumpkin
3068	Jerigaon	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a + pʰ l u ŋ	i n + i m n c	830 829	pumpkin pumpkin
3069	Khoitam	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a + pʰ l u ŋ	i n + i m n c	830 829	pumpkin pumpkin
3070	Rahung	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a + pʰ l u ŋ	i n + i m n c	830 829	pumpkin pumpkin
3071	Rupa	pumpkin	pumpkin	buŋ-glɔ̃ ~ buŋ-blɔ̃	buŋ+glɔ̃	b u ŋ + g l ɔ̃		833 340	832 829	b - u ŋ + g l ɔ̃	i n c + i m n	833 340	pumpkin pumpkin
3072	Shergaon	pumpkin	pumpkin	brum-sɔː	brum+sɔː	b r u m + s ɔː		833 831	833 831	b r u m + s ɔː	i m n c + i n	833 389	pumpkin ?
#
3081	Khispi	pus	pus	haj	haj	h a j		835	836	h a j	i n c	835	pus
3082	Duhumbi	pus	pus	haj	haj	h a j		835	836	h a j	i n c	835	pus
3083	Khoina	pus	pus	a-nɐ̃ʰ	a+nɐ̃ʰ	a + n ɐ̃ʰ		834 835	834 835	a + n ɐ̃ʰ -	n + i n	56 835	u/a-prefix pus
3084	Jerigaon	pus	pus	a-nɐ̃ʰ	a+nɐ̃ʰ	a + n ɐ̃ʰ		834 835	834 835	a + n ɐ̃ʰ -	n + i n	56 835	u/a-prefix pus
3085	Khoitam	pus	pus	a-nɔ̃ʰ	a+nɔ̃ʰ	a + n ɔ̃ʰ		834 835	834 835	a + n ɔ̃ʰ -	n + i n	56 835	u/a-prefix pus
3086	Rahung	pus	pus	a-nɔ̃ʰ	a+nɔ̃ʰ	a + n ɔ̃ʰ		834 835	834 835	a + n ɔ̃ʰ -	n + i n	56 835	u/a-prefix pus
3087	Rupa	pus	pus	a-nɔ ~ ɔ-nɔ	a+nɔ	a + n ɔ		834 835	834 835	a + n ɔ -	n + i n	56 835	u/a-prefix pus
3088	Shergaon	pus	pus	a-nɔ	a+nɔ	a + n ɔ		834 835	834 835	a + n ɔ -	n + i n	56 835	u/a-prefix pus
#
3089	Khispi	push	push	du	du	d u		837	838	d u	i n	308	?
3090	Duhumbi	push	push	du	du	d u		837	838	d u	i n	308	?
3091	Khoina	push	push	ryː(j)	ryː	r yː		837	837	r yː	i n	308	?
3092	Jerigaon	push	push	ryː	ryː	r yː		837	837	r yː	i n	308	?
3093	Khoitam	push	push	ryː	ryː	r yː		837	837	r yː	i n	308	?
3094	Rahung	push	push	ryː	ryː	r yː		837	837	r yː	i n	308	?
3095	Rupa	push	push	ryː	ryː	r yː		837	837	r yː	i n	308	?
3096	Shergaon	push	push	ryː	ryː	r yː		837	837	r yː	i n	308	?
#
3098	Duhumbi	put	put	ʨɔj	ʨɔj	tɕ ɔ j		839	839	tɕ ɔ j	i n c	839	put
3099	Khoina	put	put	ʦʰɐʰ	ʦʰɐʰ	tsʰ ɐʰ		839	839	tsʰ ɐʰ -	i n	839	put
3100	Jerigaon	put	put	ʨʰɐʰ	ʨʰɐʰ	tɕʰ ɐʰ		839	839	tɕʰ ɐʰ -	i n	839	put
3101	Khoitam	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -	i n	839	put
3102	Rahung	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -	i n	839	put
3103	Rupa	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -	i n	839	put
3104	Shergaon	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -	i n	839	put
#
3105	Khispi	quarrel (v)	quarrel (v)	aj ɕɔŋ	aj_ɕɔŋ	a j _ ɕ ɔ ŋ		841 347	842 840	- a j + ɕ ɔ ŋ	n c + i n c	841 347	quarrelv quarrelv
3106	Duhumbi	quarrel (v)	quarrel (v)	aj ɕɔŋ	aj_ɕɔŋ	a j _ ɕ ɔ ŋ		841 347	842 840	- a j + ɕ ɔ ŋ	n c + i n c	841 347	quarrelv quarrelv
3107	Khoina	quarrel (v)	quarrel (v)	ja iː	ja_iː	j a _ iː		841 840	841 840	j a - + iː	i n + n	841 319	quarrelv die
3108	Jerigaon	quarrel (v)	quarrel (v)	jɛˀ iː ~ aˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ - + iː	i n + n	841 319	quarrelv die
3109	Khoitam	quarrel (v)	quarrel (v)	jɛˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ - + iː	i n + n	841 319	quarrelv die
3110	Rahung	quarrel (v)	quarrel (v)	jɛˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ - + iː	i n + n	841 319	quarrelv die
3111	Rupa	quarrel (v)	quarrel (v)	ja di	ja_di	j a _ d i		841 343	841 840	j a - + d i	i n + i n	841 343	quarrelv quarrelv
#
3113	Khispi	question	question	ja	ja	j a		843	843	j a	i n	843	question
3114	Duhumbi	question	question	ja	ja	j a		843	843	j a	i n	843	question
3117	Khoitam	question	question	ja ~ a	ja	j a		843	843	j a	i n	843	question
3118	Rahung	question	question	ja ~ a	ja	j a		843	843	j a	i n	843	question
3119	Rupa	question	question	ja ~ a	ja	j a		843	843	j a	i n	843	question
#
3121	Khispi	quiver	quiver	li-ʑi-bi	li+ʑi+bi	l i + ʑ i + b i		845 844 846	845 844 846	l i + ʑ i - + b i	i n + i n + i n	163 844 846	bow quiver quiver
3122	Duhumbi	quiver	quiver	ʑip-li	ʑip+li	ʑ i p + l i		844 845	844 845	ʑ i p + l i	i n c + i n	844 163	quiver bow
3123	Khoina	quiver	quiver	ʐi	ʐi	ʐ i		844	844	ʐ i -	i n	844	quiver
3124	Jerigaon	quiver	quiver	zi	zi	z i		844	844	z i -	i n	844	quiver
3125	Khoitam	quiver	quiver	zi	zi	z i		844	844	z i -	i n	844	quiver
3126	Rahung	quiver	quiver	zi	zi	z i		844	844	z i -	i n	844	quiver
3127	Rupa	quiver	quiver	zə-zyː ~ zi	zə+zyː	z ə + z yː		844 844	844 844	z ə - + z ə -	i n + i n	844 844	quiver quiver
3128	Shergaon	quiver	quiver	zi-li	zi+li	z i + l i		844 845	844 845	z i - + l i	i n + i n	844 163	quiver bow
#
3129	Khispi	radish	radish	mu-la	mu+la	m u + l a		848 847	848 847	m u + l a	i n + i n	848 705	radish ?
3130	Duhumbi	radish	radish	mu-la	mu+la	m u + l a		848 847	848 847	m u + l a	i n + i n	848 705	radish ?
3131	Khoina	radish	radish	ma-luː	ma+luː	m a + l uː		848 847	848 847	m a + l uː	i n + i n	848 705	radish ?
3132	Jerigaon	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə + l uː	i n + i n	848 705	radish ?
3133	Khoitam	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə + l uː	i n + i n	848 705	radish ?
3134	Rahung	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə + l uː	i n + i n	848 705	radish ?
3135	Rupa	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə + l uː	i n + i n	848 705	radish ?
3136	Shergaon	radish	radish	mu-luː	mu+luː	m u + l uː		848 847	848 847	m u + l uː	i n + i n	848 705	radish ?
#
3146	Duhumbi	rain (n)	rain (n)	nam-ʦʰa	nam+ʦʰa	n a m + tsʰ a		850 849	850 849	n a m + tsʰ a	i n c + i n	33 459	sky-prefix1 ?
3147	Khoina	rain (n)	rain (n)	na-ʦʰuː	na+ʦʰuː	n a + tsʰ uː		850 849	850 849	n a - + tsʰ uː	i n + i n	33 459	sky-prefix1 ?
3148	Jerigaon	rain (n)	rain (n)	nə-ʨʰuː	nə+ʨʰuː	n ə + tɕʰ uː		850 849	850 849	n ə - + tɕʰ uː	i n + i n	33 459	sky-prefix1 ?
3149	Khoitam	rain (n)	rain (n)	nə-ʨʰuː	nə+ʨʰuː	n ə + tɕʰ uː		850 849	850 849	n ə - + tɕʰ uː	i n + i n	33 459	sky-prefix1 ?
3150	Rahung	rain (n)	rain (n)	pʰ-ʨʰuː	pʰ+ʨʰuː	pʰ + tɕʰ uː		850 849	851 849	pʰ - - + tɕʰ uː	i + i n	33 459	sky-prefix1 ?
3151	Rupa	rain (n)	rain (n)	nə-ʦʰoː ~ nə-ʦʰuː	nə+ʦʰoː	n ə + tsʰ oː		850 849	850 849	n ə - + tsʰ oː	i n + i n	33 459	sky-prefix1 ?
#
3155	Khoina	rainbow	rainbow	paː-hu	paː+hu	p aː + h u		852 853	852 853	p aː - + h u -	i n + i n	852 853	rainbow rainbow
3156	Jerigaon	rainbow	rainbow	pʰaŋ-lu	pʰaŋ+lu	pʰ a ŋ + l u		852 853	852 853	pʰ a ŋ + l u -	i n c + i n	852 853	rainbow rainbow
3157	Khoitam	rainbow	rainbow	pʰaŋ-lu	pʰaŋ+lu	pʰ a ŋ + l u		852 853	852 853	pʰ a ŋ + l u -	i n c + i n	852 853	rainbow rainbow
3158	Rahung	rainbow	rainbow	pʰaŋ-ruŋ	pʰaŋ+ruŋ	pʰ a ŋ + r u ŋ		852 853	852 853	pʰ a ŋ + r u ŋ	i n c + i n c	852 853	rainbow rainbow
3159	Rupa	rainbow	rainbow	pʰaŋ-kʰ- lũ(ŋ) ~ pʰaŋ-kʰə-lu	pʰaŋ+kʰ+_lũ	pʰ a ŋ + kʰ + l ũ		852 855 853	852 853 854	pʰ a ŋ + kʰ - + l ũ -	i n c + i + i n	852 855 853	rainbow rainbow rainbow
3160	Shergaon	rainbow	rainbow	pʰaŋ-kʰə-lu	pʰaŋ+kʰə+lu	pʰ a ŋ + kʰ ə + l u		852 855 853	852 855 853	pʰ a ŋ + kʰ ə + l u -	i n c + i n + i n	852 855 853	rainbow rainbow rainbow
#
3162	Duhumbi	reap	reap	ram	ram	r a m		856	856	r a m	i n c	856	reap
3165	Khoitam	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -	i n	856	reap
3166	Rahung	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -	i n	856	reap
3167	Rupa	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -	i n	856	reap
#
3169	Khispi	recognise	recognise	is	is	i s		857	858	i s	n c	857	recognise
3170	Duhumbi	recognise	recognise	is	is	i s		857	858	i s	n c	857	recognise
3171	Khoina	recognise	recognise	ɛ̃ˀ	ɛ̃ˀ	ɛ̃ˀ		857	857	ɛ̃ˀ -	n	857	recognise
3173	Khoitam	recognise	recognise	ĩˀ	ĩˀ	ĩˀ		857	857	ĩˀ -	n	857	recognise
3174	Rahung	recognise	recognise	ĩˀ	ĩˀ	ĩˀ		857	857	ĩˀ -	n	857	recognise
3175	Rupa	recognise	recognise	ɛ̃ˀ	ɛ̃ˀ	ɛ̃ˀ		857	857	ɛ̃ˀ -	n	857	recognise
#
3177	Khispi	red	red	ɔ--hɛk	ɔ++hɛk	ɔ + h ɛ k		859 860	859 860	ɔ + h - ɛ k	n + i n c	613 649	? ?
3178	Duhumbi	red	red	ɔ-hjɛk ~ ɔ-kʰjɛk	ɔ+hjɛk	ɔ + h j ɛ k		859 860	859 860	ɔ + h j ɛ k	n + i m n c	613 649	? ?
3179	Khoina	red	red	a-xajk	a+xajk	a + x aj/ai k		859 860	859 861	a + x - aj/ai k	n + i n c	613 649	? ?
3180	Jerigaon	red	red	ə-hɛk ~ a-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə + h - ɛ k	n + i n c	613 649	? ?
3181	Khoitam	red	red	ə-hɛk ~ a-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə + h - ɛ k	n + i n c	613 649	? ?
3182	Rahung	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə + h - ɛ k	n + i n c	613 649	? ?
3183	Rupa	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə + h - ɛ k	n + i n c	613 649	? ?
3184	Shergaon	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə + h - ɛ k	n + i n c	613 649	? ?
#
3185	Khispi	reflexive marker	reflexive marker	-bi	+bi	b i		862	863	b i	i n	765	ji-suffix2
3186	Duhumbi	reflexive marker	reflexive marker	-bi	+bi	b i		862	863	b i	i n	765	ji-suffix2
3187	Khoina	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
3188	Jerigaon	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
3189	Khoitam	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
3190	Rahung	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
3191	Rupa	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
3192	Shergaon	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i	i n	765	ji-suffix2
#
3193	Khispi	rest (n)	rest (n)	ɕɔk	ɕɔk	ɕ ɔ k		864	864	ɕ ɔ k	i n c	864	restn
3194	Duhumbi	rest (n)	rest (n)	ɕɔk	ɕɔk	ɕ ɔ k		864	864	ɕ ɔ k	i n c	864	restn
3195	Khoina	rest (n)	rest (n)	a-ʨyk	a+ʨyk	a + tɕ y k		865 864	865 864	a + tɕ y k	n + i n c	56 864	u/a-prefix restn
3197	Khoitam	rest (n)	rest (n)	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		865 864	865 864	a + tɕʰ ɔ̃ː -	n + i n	56 864	u/a-prefix restn
3198	Rahung	rest (n)	rest (n)	ʨʰɔ̃ː	ʨʰɔ̃ː	tɕʰ ɔ̃ː		864	864	tɕʰ ɔ̃ː -	i n	864	restn
3199	Rupa	rest (n)	rest (n)	do-ʨʰɔk	do+ʨʰɔk	d o + tɕʰ ɔ k		866 864	866 864	d o + tɕʰ ɔ k	i n + i n c	866 864	restn restn
#
3201	Khispi	rib	rib	ɕi-ki-liŋ	ɕi+ki+liŋ	ɕ i + k i + l i ŋ		867 869 868	867 869 868	ɕ i + k i + l i ŋ	i n + i n + i n c	867 869 868	rib rib rib
3204	Jerigaon	rib	rib	hə-rɛ̃ĩː	hə+rɛ̃ĩː	h ə + r ɛ̃ĩː		867 868	867 868	h ə + r ɛ̃ĩː -	i n + i n	867 868	rib rib
3205	Khoitam	rib	rib	hə-rĩː	hə+rĩː	h ə + r ĩː		867 868	867 868	h ə + r ĩː -	i n + i n	867 868	rib rib
3206	Rahung	rib	rib	hə-rĩː	hə+rĩː	h ə + r ĩː		867 868	867 868	h ə + r ĩː -	i n + i n	867 868	rib rib
3207	Rupa	rib	rib	ha-rɛ̃ː ~ hə-rɛ̃ː	ha+rɛ̃ː	h a + r ɛ̃ː		867 868	867 868	h a + r ɛ̃ː -	i n + i n	867 868	rib rib
3208	Shergaon	rib	rib	hə-rɛŋ	hə+rɛŋ	h ə + r ɛ ŋ		867 868	867 868	h ə + r ɛ ŋ	i n + i n c	867 868	rib rib
#
3211	Khoina	rice, husked	rice, husked	ʦʰuː	ʦʰuː	tsʰ uː		870	870	tsʰ uː	i n	849	?
3212	Jerigaon	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː	i n	849	?
3213	Khoitam	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː	i n	849	?
3214	Rahung	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː	i n	849	?
#
3217	Khispi	rice, unhusked, paddy	rice, unhusked, paddy	ni-ɕi	ni+ɕi	n i + ɕ i		872 871	872 871	n i + ɕ i	i n + i n	872 871	sky-prefix5 riceunhuskedpaddy
3218	Duhumbi	rice, unhusked, paddy	rice, unhusked, paddy	ni-ɕi	ni+ɕi	n i + ɕ i		872 871	872 871	n i + ɕ i	i n + i n	872 871	sky-prefix5 riceunhuskedpaddy
3220	Jerigaon	rice, unhusked, paddy	rice, unhusked, paddy	a-seː	a+seː	a + s eː		873 871	873 871	a + s eː	n + i n	873 871	riceunhuskedpaddy riceunhuskedpaddy
3221	Khoitam	rice, unhusked, paddy	rice, unhusked, paddy	nə-seː	nə+seː	n ə + s eː		872 871	872 871	n ə + s eː	i n + i n	872 871	sky-prefix5 riceunhuskedpaddy
3223	Rupa	rice, unhusked, paddy	rice, unhusked, paddy	nə-seː	nə+seː	n ə + s eː		872 871	872 871	n ə + s eː	i n + i n	872 871	sky-prefix5 riceunhuskedpaddy
3224	Shergaon	rice, unhusked, paddy	rice, unhusked, paddy	ni-seː	ni+seː	n i + s eː		872 871	872 871	n i + s eː	i n + i n	872 871	sky-prefix5 riceunhuskedpaddy
#
3225	Khispi	ride, mount	ride, mount	il	il	i l		874	874	i l	n c	874	ridemount
3226	Duhumbi	ride, mount	ride, mount	iɹ	iɹ	i ɹ		874	874	i ɹ	n c	874	ridemount
3231	Rupa	ride, mount	ride, mount	ɛ̃ː(n)	ɛ̃ː	ɛ̃ː		874	875	ɛ̃ː -	n	874	ridemount
#
3233	Khispi	right	right	u-ɕu	u+ɕu	u + ɕ u		877 876	877 876	u + ɕ u	n + i n	56 876	u/a-prefix right
3234	Duhumbi	right	right	u-ɕu	u+ɕu	u + ɕ u		877 876	877 876	u + ɕ u	n + i n	56 876	u/a-prefix right
3235	Khoina	right	right	a-ʦɐ̃ː	a+ʦɐ̃ː	a + ts ɐ̃ː		877 876	877 876	a + ts ɐ̃ː	n + i n	56 876	u/a-prefix right
3236	Jerigaon	right	right	a-ʨɐ̃ː	a+ʨɐ̃ː	a + tɕ ɐ̃ː		877 876	877 876	a + tɕ ɐ̃ː	n + i n	56 876	u/a-prefix right
3237	Khoitam	right	right	a-ʨɔ̃ː	a+ʨɔ̃ː	a + tɕ ɔ̃ː		877 876	877 876	a + tɕ ɔ̃ː	n + i n	56 876	u/a-prefix right
3238	Rahung	right	right	ʨɔ̃ː	ʨɔ̃ː	tɕ ɔ̃ː		876	876	tɕ ɔ̃ː	i n	876	right
3239	Rupa	right	right	a-ʦɔ̃ː	a+ʦɔ̃ː	a + ts ɔ̃ː		877 876	877 876	a + ts ɔ̃ː	n + i n	56 876	u/a-prefix right
3240	Shergaon	right	right	a-ʨɔ̃ː	a+ʨɔ̃ː	a + tɕ ɔ̃ː		877 876	877 876	a + tɕ ɔ̃ː	n + i n	56 876	u/a-prefix right
#
3241	Khispi	ripe	ripe	jɔm-ba	jɔm+ba	j ɔ m + b a		878 879	878 879	j ɔ m + b a	i n c + i n	878 462	ripe ba-suffix
3242	Duhumbi	ripe	ripe	jɔm-ba	jɔm+ba	j ɔ m + b a		878 879	878 879	j ɔ m + b a	i n c + i n	878 462	ripe ba-suffix
3243	Khoina	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a + j u ŋ	n + i n c	56 878	u/a-prefix ripe
3244	Jerigaon	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ + b a	i n c + i n	878 462	ripe ba-suffix
3245	Khoitam	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a + j u ŋ	n + i n c	56 878	u/a-prefix ripe
3246	Rahung	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ + b a	i n c + i n	878 462	ripe ba-suffix
3247	Rupa	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ + b a	i n c + i n	878 462	ripe ba-suffix
3248	Shergaon	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a + j u ŋ	n + i n c	56 878	u/a-prefix ripe
#
3249	Khispi	roof	roof	wam-ʨʰa	wam+ʨʰa	w a m + tɕʰ a		881 882	881 882	w a m + tɕʰ a -	i n c + i n	881 882	roof roof
3250	Duhumbi	roof	roof	wam-ʨʰa	wam+ʨʰa	w a m + tɕʰ a		881 882	881 882	w a m + tɕʰ a -	i n c + i n	881 882	roof roof
3251	Khoina	roof	roof	jam ʦʰɔ̃ː(ŋ)	jam_ʦʰɔ̃ː	j a m _ tsʰ ɔ̃ː		881 882	881 882	j a m + tsʰ ɔ̃ː -	i n c + i n	881 882	roof roof
3253	Khoitam	roof	roof	nam bə-ʨʰũː	nam_bə+ʨʰũː	n a m _ b ə + tɕʰ ũː		881 884 882	881 884 883	n a m + b ə + tɕʰ ũː -	i n c + i n + i n	881 884 882	roof roof roof
3254	Rahung	roof	roof	jam-ʨʰũː(ŋ)	jam+ʨʰũː	j a m + tɕʰ ũː		881 882	881 882	j a m + tɕʰ ũː -	i n c + i n	881 882	roof roof
3255	Rupa	roof	roof	jam-ʦʰɔŋ	jam+ʦʰɔŋ	j a m + tsʰ ɔ ŋ		881 882	881 882	j a m + tsʰ ɔ ŋ	i n c + i n c	881 882	roof roof
#
3259	Khoina	root	root	a-xĩː	a+xĩː	a + x ĩː		885 886	885 886	a + x ĩː	n + i n	160 886	a/ə/i-prefix root
3260	Jerigaon	root	root	i-hĩː	i+hĩː	i + h ĩː		885 886	885 886	i + h ĩː	n + i n	160 886	a/ə/i-prefix root
3261	Khoitam	root	root	a-hĩː	a+hĩː	a + h ĩː		885 886	885 886	a + h ĩː	n + i n	160 886	a/ə/i-prefix root
3262	Rahung	root	root	ə-hĩː	ə+hĩː	ə + h ĩː		885 886	885 886	ə + h ĩː	n + i n	160 886	a/ə/i-prefix root
3263	Rupa	root	root	ə-hĩː	ə+hĩː	ə + h ĩː		885 886	885 886	ə + h ĩː	n + i n	160 886	a/ə/i-prefix root
#
3265	Khispi	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
3266	Duhumbi	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
3267	Khoina	rope	rope	ɕ-tʰɐk	ɕ+tʰɐk	ɕ + tʰ ɐ k		888 887	888 887	ɕ + tʰ ɐ k	i + i n c	888 271	rope vine
3268	Jerigaon	rope	rope	s-tʰɐk	s+tʰɐk	s + tʰ ɐ k		888 887	888 887	s + tʰ ɐ k	i + i n c	888 271	rope vine
3269	Khoitam	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
3270	Rahung	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
3271	Rupa	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
3272	Shergaon	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k	i n c	271	vine
#
3273	Khispi	rot (vi)	rot (vi)	ham	ham	h a m		889	889	h a m	i n c	889	rot
3274	Duhumbi	rot (vi)	rot (vi)	ham	ham	h a m		889	889	h a m	i n c	889	rot
3275	Khoina	rot (vi)	rot (vi)	xũː	xũː	x ũː		889	890	x ũː -	i n	889	rot
3276	Jerigaon	rot (vi)	rot (vi)	hɔ̃ː(ŋ)	hɔ̃ː	h ɔ̃ː		889	889	h ɔ̃ː -	i n	889	rot
3277	Khoitam	rot (vi)	rot (vi)	hũː(ŋ)	hũː	h ũː		889	889	h ũː -	i n	889	rot
3278	Rahung	rot (vi)	rot (vi)	hũːŋ	hũːŋ	h ũː ŋ		889	889	h ũː ŋ	i n c	889	rot
3279	Rupa	rot (vi)	rot (vi)	hũː	hũː	h ũː		889	889	h ũː -	i n	889	rot
3280	Shergaon	rot (vi)	rot (vi)	hɔ̃ː	hɔ̃ː	h ɔ̃ː		889	889	h ɔ̃ː -	i n	889	rot
#
3281	Khispi	round, small object	round, small object	bu	bu	b u		894	894	b - u	i n	894	roundsmallobject
3282	Duhumbi	round, small object	round, small object	bɹu	bɹu	b ɹ u		894	894	b ɹ u	i m n	894	roundsmallobject
3283	Khoina	round, small object	round, small object	lak a-byː	lak_a+byː	l a k _ a + b yː		891 893 894	891 893 892	l a k + a + b - yː	i n c + n + i n	891 56 894	roundsmallobject u/a-prefix roundsmallobject
3285	Khoitam	round, small object	round, small object	bɹɔː	bɹɔː	b ɹ ɔː		894	894	b ɹ ɔː	i m n	894	roundsmallobject
3286	Rahung	round, small object	round, small object	suk a-byː	suk_a+byː	s u k _ a + b yː		362 893 894	891 893 892	s u k + a + b - yː	i n c + n + i n	362 56 894	roundsmallobject u/a-prefix roundsmallobject
