ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS
2426	Duhumbi	man	man	ʑɔː-pʰa	ʑɔː+pʰa	ʑ ɔː + pʰ a		667 668	667 669	ʑ ɔː + pʰ a	i n + i n	667 668
2427	Khoina	man	man	ʥə-fuː	ʥə+fuː	dʑ ə + f uː		667 668	667 669	dʑ ə + f uː	i n + i n	667 668
2428	Jerigaon	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	dʑ ə + h uː	i n + i n	667 668
2429	Khoitam	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	dʑ ə + h uː	i n + i n	667 668
2430	Rahung	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	dʑ ə + h uː	i n + i n	667 668
2431	Rupa	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	dʑ ə + h uː	i n + i n	667 668
2432	Shergaon	man	man	ʥə-huː	ʥə+huː	dʑ ə + h uː		667 668	667 668	dʑ ə + h uː	i n + i n	667 668
2434	Duhumbi	manure	manure	he-ba	he+ba	h e + b a		670 671	670 671	h e + b a	i n + i n	670 671
2435	Khoina	manure	manure	ha-wuː	ha+wuː	h a + w uː		670 671	670 671	h a + w uː	i n + i n	670 671
2437	Khoitam	manure	manure	luː	luː	l uː		670	672	l uː	i n	670
2438	Rahung	manure	manure	la-wuː	la+wuː	l a + w uː		670 671	672 671	l a + w uː	i n + i n	670 671
2439	Rupa	manure	manure	hũ	hũ	h ũ		670	670	h ũ	i n	670
2443	Khoina	marrow	marrow	ma-ny	ma+ny	m a + n y		675 673	675 673	m a + n y	i n + i n	675 673
2444	Jerigaon	marrow	marrow	a-nyː	a+nyː	a + n yː		674 673	674 673	a + n yː	n + i n	56 673
2445	Khoitam	marrow	marrow	a-nyː	a+nyː	a + n yː		674 673	674 673	a + n yː	n + i n	56 673
2446	Rahung	marrow	marrow	a-nyː	a+nyː	a + n yː		674 673	674 673	a + n yː	n + i n	56 673
2447	Rupa	marrow	marrow	a-ɲyː	a+ɲyː	a + ɲ yː		674 673	674 673	a + ɲ yː	n + i n	56 673
2449	Khispi	marten	marten	taŋ-kɔŋ	taŋ+kɔŋ	t a ŋ + k ɔ ŋ		677 676	677 676	t a ŋ + k ɔ ŋ	i n c + i n c	677 75
2450	Duhumbi	marten	marten	taŋ-kɔŋ	taŋ+kɔŋ	t a ŋ + k ɔ ŋ		677 676	677 676	t a ŋ + k ɔ ŋ	i n c + i n c	677 75
2451	Khoina	marten	marten	tʰaŋ-kʰuŋ	tʰaŋ+kʰuŋ	tʰ a ŋ + kʰ u ŋ		677 676	677 676	tʰ a ŋ + kʰ u ŋ	i n c + i n c	677 75
2452	Jerigaon	marten	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ		677 676	677 676	t a ŋ + k u ŋ	i n c + i n c	677 75
2453	Khoitam	marten	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ		677 676	677 676	t a ŋ + k u ŋ	i n c + i n c	677 75
2454	Rahung	marten	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ		677 676	677 676	t a ŋ + k u ŋ	i n c + i n c	677 75
2455	Rupa	marten	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ		677 676	677 676	t a ŋ + k u ŋ	i n c + i n c	677 75
2456	Shergaon	marten	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ		677 676	677 676	t a ŋ + k u ŋ	i n c + i n c	677 75
2457	Khispi	meat, animal	meat, animal	ɕa	ɕa	ɕ a		678	678	ɕ a	i n	678
2458	Duhumbi	meat, animal	meat, animal	ɕa	ɕa	ɕ a		678	678	ɕ a	i n	678
2459	Khoina	meat, animal	meat, animal	a-xyː	a+xyː	a + x yː		681 678	681 679	a + x yː	n + i n	56 678
2460	Jerigaon	meat, animal	meat, animal	suː	suː	s uː		678	678	s uː	i n	678
2461	Khoitam	meat, animal	meat, animal	suː	suː	s uː		678	678	s uː	i n	678
2462	Rahung	meat, animal	meat, animal	suː	suː	s uː		678	678	s uː	i n	678
2463	Rupa	meat, animal	meat, animal	suː	suː	s uː		678	678	s uː	i n	678
2464	Shergaon	meat, animal	meat, animal	suː a-tɛ̃ː	suː_a+tɛ̃ː	s uː _ a + t ɛ̃ː		678 681 680	678 679 680	s uː + a + t ɛ̃ː	i n + n + i n	678 56 680
2465	Khispi	medicine	medicine	pɛn	pɛn	p ɛ n		682	682	p ɛ n	i n c	682
2466	Duhumbi	medicine	medicine	man ~ mɛn	man	m a n		682	682	m a n	i n c	682
2467	Khoina	medicine	medicine	mɛn	mɛn	m ɛ n		682	682	m ɛ n	i n c	682
2468	Jerigaon	medicine	medicine	mɛn	mɛn	m ɛ n		682	682	m ɛ n	i n c	682
2469	Khoitam	medicine	medicine	man	man	m a n		682	682	m a n	i n c	682
2470	Rahung	medicine	medicine	mɛn ~ man	mɛn	m ɛ n		682	682	m ɛ n	i n c	682
2471	Rupa	medicine	medicine	man	man	m a n		682	682	m a n	i n c	682
2472	Shergaon	medicine	medicine	man	man	m a n		682	682	m a n	i n c	682
2473	Khispi	meet	meet	ɕu	ɕu	ɕ u		683	683	ɕ u	i n	683
2474	Duhumbi	meet	meet	ɕu	ɕu	ɕ u		683	683	ɕ u	i n	683
2475	Khoina	meet	meet	ʂyː(j)	ʂyː	ʂ yː		683	683	ʂ yː	i n	683
2477	Khoitam	meet	meet	syː	syː	s yː		683	683	s yː	i n	683
2479	Rupa	meet	meet	syː	syː	s yː		683	683	s yː	i n	683
2481	Khispi	melt	melt	ʑu	ʑu	ʑ u		684	684	ʑ u	i n	493
2482	Duhumbi	melt	melt	ʑu	ʑu	ʑ u		684	684	ʑ u	i n	493
2483	Khoina	melt	melt	ʐyː	ʐyː	ʐ yː		684	684	ʐ yː	i n	493
2484	Jerigaon	melt	melt	zyː	zyː	z yː		684	684	z yː	i n	493
2485	Khoitam	melt	melt	zyː	zyː	z yː		684	684	z yː	i n	493
2486	Rahung	melt	melt	zyː	zyː	z yː		684	684	z yː	i n	493
2487	Rupa	melt	melt	zyː	zyː	z yː		684	684	z yː	i n	493
2488	Shergaon	melt	melt	ziː	ziː	z iː		684	684	z iː	i n	493
2489	Khispi	middle / centre	middle / centre	ɔ-ʦɔŋ	ɔ+ʦɔŋ	ɔ + ts ɔ ŋ		685 686	685 686	ɔ + ts ɔ ŋ	n + i n c	137 686
2490	Duhumbi	middle / centre	middle / centre	ɔ-ʦɔŋ	ɔ+ʦɔŋ	ɔ + ts ɔ ŋ		685 686	685 686	ɔ + ts ɔ ŋ	n + i n c	137 686
2491	Khoina	middle / centre	middle / centre	a-ʦuŋ	a+ʦuŋ	a + ts u ŋ		685 686	685 686	a + ts u ŋ	n + i n c	137 686
2495	Rupa	middle / centre	middle / centre	a-ʦuŋ	a+ʦuŋ	a + ts u ŋ		685 686	685 686	a + ts u ŋ	n + i n c	137 686
2506	Duhumbi	millet, broomcorn	millet, broomcorn	ɲiŋ-ʨʰak	ɲiŋ+ʨʰak	ɲ i ŋ + tɕʰ a k		687 688	687 688	ɲ i ŋ + tɕʰ a k	i n c + i n c	687 391
2507	Khoina	millet, broomcorn	millet, broomcorn	nə-ʨʰɐk	nə+ʨʰɐk	n ə + tɕʰ ɐ k		687 688	687 688	n ə - + tɕʰ ɐ k	i n + i n c	687 391
2510	Rahung	millet, broomcorn	millet, broomcorn	nə-ʨʰak	nə+ʨʰak	n ə + tɕʰ a k		687 688	687 688	n ə - + tɕʰ a k	i n + i n c	687 391
2511	Rupa	millet, broomcorn	millet, broomcorn	nə-ʦʰak	nə+ʦʰak	n ə + tsʰ a k		687 688	687 688	n ə - + tsʰ a k	i n + i n c	687 391
2512	Shergaon	millet, broomcorn	millet, broomcorn	nə-ʨʰak	nə+ʨʰak	n ə + tɕʰ a k		687 688	687 688	n ə - + tɕʰ a k	i n + i n c	687 391
2515	Khoina	millet, finger	millet, finger	gə-ʦan	gə+ʦan	g ə + ts a n		689 690	689 690	g ə + ts a n	i n + i n c	689 690
2516	Jerigaon	millet, finger	millet, finger	kʰ-ʨɛn	kʰ+ʨɛn	kʰ + tɕ ɛ n		689 690	689 690	kʰ - + tɕ ɛ n	i + i n c	689 690
2517	Khoitam	millet, finger	millet, finger	kʰ-ʨam	kʰ+ʨam	kʰ + tɕ a m		689 690	689 690	kʰ - + tɕ a m	i + i n c	689 690
2518	Rahung	millet, finger	millet, finger	kʰ-ʨam	kʰ+ʨam	kʰ + tɕ a m		689 690	689 690	kʰ - + tɕ a m	i + i n c	689 690
2519	Rupa	millet, finger	millet, finger	gə-ʦam ~ gə-ʨam	gə+ʦam	g ə + ts a m		689 690	689 690	g ə + ts a m	i n + i n c	689 690
2520	Shergaon	millet, finger	millet, finger	gə-ʨam	gə+ʨam	g ə + tɕ a m		689 690	689 690	g ə + tɕ a m	i n + i n c	689 690
2522	Duhumbi	millet, foxtail	millet, foxtail	ɲiŋ-kʰaˀ	ɲiŋ+kʰaˀ	ɲ i ŋ + kʰ aˀ		691 692	691 692	ɲ i ŋ + kʰ aˀ	i n c + i n	395 398
2523	Khoina	millet, foxtail	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u		691 692	691 692	n ə - + kʰ u	i n + i n	687 398
2525	Khoitam	millet, foxtail	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u		691 692	691 692	n ə - + kʰ u	i n + i n	687 398
2527	Rupa	millet, foxtail	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u		691 692	691 692	n ə - + kʰ u	i n + i n	687 398
2528	Shergaon	millet, foxtail	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u		691 692	691 692	n ə - + kʰ u	i n + i n	687 398
2529	Khispi	mithun	mithun	ɕa-ma	ɕa+ma	ɕ a + m a		693 694	693 694	ɕ a + m a	i n + i n	693 694
2530	Duhumbi	mithun	mithun	ɕa-ma	ɕa+ma	ɕ a + m a		693 694	693 694	ɕ a + m a	i n + i n	693 694
2531	Khoina	mithun	mithun	ʂa-m	ʂa+m	ʂ a + m		693 694	693 694	ʂ a + m -	i n + i	693 694
2532	Jerigaon	mithun	mithun	sə-muː	sə+muː	s ə + m uː		693 694	693 694	s ə + m uː	i n + i n	693 694
2533	Khoitam	mithun	mithun	su-m	su+m	s u + m		693 694	693 694	s u + m -	i n + i	693 694
2534	Rahung	mithun	mithun	su-m	su+m	s u + m		693 694	693 694	s u + m -	i n + i	693 694
2535	Rupa	mithun	mithun	sə-muː	sə+muː	s ə + m uː		693 694	693 694	s ə + m uː	i n + i n	693 694
2536	Shergaon	mithun	mithun	sə-muː	sə+muː	s ə + m uː		693 694	693 694	s ə + m uː	i n + i n	693 694
2545	Khispi	moon, month	moon, month	nam-ba	nam+ba	n a m + b a		696 695	696 695	n a m + b - a	i n c + i n	457 456
2546	Duhumbi	moon, month	moon, month	nam-ba  ~ nam-la	nam+ba	n a m + b a		696 695	696 695	n a m + b - a	i n c + i n	457 456
2547	Khoina	moon, month	moon, month	nam-bluː	nam+bluː	n a m + b l uː		696 695	696 695	n a m + b l uː	i n c + i m n	457 456
2548	Jerigaon	moon, month	moon, month	nam-bluː	nam+bluː	n a m + b l uː		696 695	696 695	n a m + b l uː	i n c + i m n	457 456
2549	Khoitam	moon, month	moon, month	nam-bluː	nam+bluː	n a m + b l uː		696 695	696 695	n a m + b l uː	i n c + i m n	457 456
2550	Rahung	moon, month	moon, month	nam-bruː	nam+bruː	n a m + b r uː		696 695	696 695	n a m + b r uː	i n c + i m n	457 456
2551	Rupa	moon, month	moon, month	nam-bluː	nam+bluː	n a m + b l uː		696 695	696 695	n a m + b l uː	i n c + i m n	457 456
2552	Shergaon	moon, month	moon, month	nam-bluː	nam+bluː	n a m + b l uː		696 695	696 695	n a m + b l uː	i n c + i m n	457 456
2556	Jerigaon	morning	morning	s(ə)-ruː s(ə)-ri	s+ruː_s+ri	s + r uː _ s + r i		701 697 700 699	701 697 700 699	s + r uː + s + r i	i + i n + i + i n	701 581 700 699
2557	Khoitam	morning	morning	nə-ruː	nə+ruː	n ə + r uː		698 697	698 697	n ə + r uː	i n + i n	698 581
2558	Rahung	morning	morning	nə-ruː	nə+ruː	n ə + r uː		698 697	698 697	n ə + r uː	i n + i n	698 581
2559	Rupa	morning	morning	ɲə-ruː	ɲə+ruː	ɲ ə + r uː		698 697	698 697	ɲ ə + r uː	i n + i n	698 581
2560	Shergaon	morning	morning	ɲy-ruː	ɲy+ruː	ɲ y + r uː		698 697	698 697	ɲ y + r uː	i n + i n	698 581
2561	Khispi	mortar (wood)	mortar (wood)	ʦʰum	ʦʰum	tsʰ u m		702	702	tsʰ u m	i n c	702
2562	Duhumbi	mortar (wood)	mortar (wood)	ʦʰum	ʦʰum	tsʰ u m		702	702	tsʰ u m	i n c	702
2563	Khoina	mortar (wood)	mortar (wood)	ʦøn	ʦøn	ts ø n		702	702	ts ø n	i n c	702
2564	Jerigaon	mortar (wood)	mortar (wood)	ʨøn	ʨøn	tɕ ø n		702	702	tɕ ø n	i n c	702
2565	Khoitam	mortar (wood)	mortar (wood)	ʨɔm	ʨɔm	tɕ ɔ m		702	702	tɕ ɔ m	i n c	702
2566	Rahung	mortar (wood)	mortar (wood)	ʨøm	ʨøm	tɕ ø m		702	702	tɕ ø m	i n c	702
2567	Rupa	mortar (wood)	mortar (wood)	ʦɔm	ʦɔm	ts ɔ m		702	702	ts ɔ m	i n c	702
2568	Shergaon	mortar (wood)	mortar (wood)	ʨɔm	ʨɔm	tɕ ɔ m		702	702	tɕ ɔ m	i n c	702
2569	Khispi	mother	mother	a-ma	a+ma	a + m a		703 704	703 704	a + m a	n + i n	124 704
2570	Duhumbi	mother	mother	a-ma	a+ma	a + m a		703 704	703 704	a + m a	n + i n	124 704
2571	Khoina	mother	mother	a-muː	a+muː	a + m uː		703 704	703 704	a + m uː	n + i n	124 704
2572	Jerigaon	mother	mother	a-muː ~ a-mɐ	a+muː	a + m uː		703 704	703 704	a + m uː	n + i n	124 704
2573	Khoitam	mother	mother	a-muː ~ a-maː	a+muː	a + m uː		703 704	703 704	a + m uː	n + i n	124 704
2574	Rahung	mother	mother	a-muː	a+muː	a + m uː		703 704	703 704	a + m uː	n + i n	124 704
2575	Rupa	mother	mother	a-mɔ	a+mɔ	a + m ɔ		703 704	703 704	a + m ɔ	n + i n	124 704
2576	Shergaon	mother	mother	a-mo	a+mo	a + m o		703 704	703 704	a + m o	n + i n	124 704
2577	Khispi	mountain	mountain	la	la	l a		705	705	l a	i n	176
2578	Duhumbi	mountain	mountain	la	la	l a		705	705	l a	i n	176
2579	Khoina	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2580	Jerigaon	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2581	Khoitam	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2582	Rahung	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2583	Rupa	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2584	Shergaon	mountain	mountain	luː	luː	l uː		705	705	l uː	i n	176
2585	Khispi	mountain peak	mountain peak	li-guŋ	li+guŋ	l i + g u ŋ		706 708	706 708	l i + g u ŋ	i n + i n c	706 708
2586	Duhumbi	mountain peak	mountain peak	ri ~ riw	ri	r i		706	706	r i	i n	706
2589	Khoitam	mountain peak	mountain peak	ri-wuː	ri+wuː	r i + w uː		706 707	706 707	r i + w uː	i n + i n	706 707
2590	Rahung	mountain peak	mountain peak	riː-wuː	riː+wuː	r iː + w uː		706 707	706 707	r iː + w uː	i n + i n	706 707
2591	Rupa	mountain peak	mountain peak	riː ~ riw	riː	r iː		706	706	r iː	i n	706
2593	Khispi	mouse, rat	mouse, rat	sam-tu	sam+tu	s a m + t u		709 710	709 710	s a m + t u -	i n c + i n	709 710
2594	Duhumbi	mouse, rat	mouse, rat	sam-tu	sam+tu	s a m + t u		709 710	709 710	s a m + t u -	i n c + i n	709 710
2595	Khoina	mouse, rat	mouse, rat	s-tʰøˀ	s+tʰøˀ	s + tʰ øˀ		709 710	709 710	s - - + tʰ øˀ -	i + i n	709 710
2596	Jerigaon	mouse, rat	mouse, rat	s-tʰøˀ	s+tʰøˀ	s + tʰ øˀ		709 710	709 710	s - - + tʰ øˀ -	i + i n	709 710
2597	Khoitam	mouse, rat	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p		709 710	709 710	s - - + t ɔ p	i + i n c	709 710
2598	Rahung	mouse, rat	mouse, rat	s-tøˀ	s+tøˀ	s + t øˀ		709 710	709 710	s - - + t øˀ -	i + i n	709 710
2599	Rupa	mouse, rat	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p		709 710	709 710	s - - + t ɔ p	i + i n c	709 710
2600	Shergaon	mouse, rat	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p		709 710	709 710	s - - + t ɔ p	i + i n c	709 710
2601	Khispi	mouth	mouth	hɔ-ʨɔ	hɔ+ʨɔ	h ɔ + tɕ ɔ		713 711	712 711	h ɔ + tɕ ɔ -	i n + i n	359 711
2602	Duhumbi	mouth	mouth	hɔ-ʨu ~ hu-ʨu	hɔ+ʨu	h ɔ + tɕ u		713 711	712 711	h ɔ + tɕ u -	i n + i n	359 711
2603	Khoina	mouth	mouth	də-ʦʰɛː	də+ʦʰɛː	d ə + tsʰ ɛː		248 711	712 711	d ə + tsʰ ɛː -	i n + i n	248 711
2604	Jerigaon	mouth	mouth	sɔː	sɔː	s ɔː		712	712	s ɔː	i n	712
2605	Khoitam	mouth	mouth	sə-sɔː ~ ʨʰə-sɔː	sə+sɔː	s ə + s ɔː		712 711	712 711	s ə + s ɔː -	i n + i n	712 711
2606	Rahung	mouth	mouth	ʨʰə-ʨʰoː	ʨʰə+ʨʰoː	tɕʰ ə + tɕʰ oː		712 711	712 711	tɕʰ ə + tɕʰ oː -	i n + i n	712 711
2607	Rupa	mouth	mouth	nə-ʦʰaw ~ də-ʦʰaw	nə+ʦʰaw	n ə + tsʰ a w		713 711	713 711	n ə + tsʰ a w	i n + i n c	359 711
2608	Shergaon	mouth	mouth	nə-ʨʰaw	nə+ʨʰaw	n ə + tɕʰ a w		713 711	713 711	n ə + tɕʰ a w	i n + i n c	359 711
2609	Khispi	much	much	me-ka	me+ka	m e + k a		714 716	714 716	m - e - + k a	i n + i n	714 463
2610	Duhumbi	much	much	mjɛ-ka	mjɛ+ka	m j ɛ + k a		714 716	717 716	m j ɛ - + k a	i m n + i n	714 463
2611	Khoina	much	much	a-mɛ	a+mɛ	a + m ɛ		715 714	715 714	a + m - ɛ -	n + i n	56 714
2612	Jerigaon	much	much	a-mɛ	a+mɛ	a + m ɛ		715 714	715 714	a + m - ɛ -	n + i n	56 714
2613	Khoitam	much	much	a-mɛ	a+mɛ	a + m ɛ		715 714	715 714	a + m - ɛ -	n + i n	56 714
2614	Rahung	much	much	jə-mɔ	jə+mɔ	j ə + m ɔ		717 714	717 714	j ə + m - ɔ -	i n + i n	717 714
2615	Rupa	much	much	a-mat	a+mat	a + m a t		715 714	715 714	a + m - a t	n + i n c	56 714
2616	Shergaon	much	much	a-mat	a+mat	a + m a t		715 714	715 714	a + m - a t	n + i n c	56 714
2617	Khispi	mud	mud	kʰa-ʨʰam	kʰa+ʨʰam	kʰ a + tɕʰ a m		718 719	718 719	kʰ a + tɕʰ a m	i n + i n c	718 719
2618	Duhumbi	mud	mud	kʰa-ʨʰam	kʰa+ʨʰam	kʰ a + tɕʰ a m		718 719	718 719	kʰ a + tɕʰ a m	i n + i n c	718 719
2619	Khoina	mud	mud	ga-ʦʰyː	ga+ʦʰyː	g a + tsʰ yː		718 719	718 719	g a + tsʰ yː -	i n + i n	718 719
2620	Jerigaon	mud	mud	kʰ-ʨʰɔ̃ː(ŋ)	kʰ+ʨʰɔ̃ː	kʰ + tɕʰ ɔ̃ː		718 719	718 719	kʰ - + tɕʰ ɔ̃ː -	i + i n	718 719
2621	Khoitam	mud	mud	kʰ-ʨʰũː(ŋ)	kʰ+ʨʰũː	kʰ + tɕʰ ũː		718 719	718 719	kʰ - + tɕʰ ũː -	i + i n	718 719
2622	Rahung	mud	mud	kʰ-ʨʰũː(ŋ)	kʰ+ʨʰũː	kʰ + tɕʰ ũː		718 719	718 719	kʰ - + tɕʰ ũː -	i + i n	718 719
2623	Rupa	mud	mud	gə-ʨʰũː	gə+ʨʰũː	g ə + tɕʰ ũː		718 719	718 719	g ə + tɕʰ ũː -	i n + i n	718 719
2624	Shergaon	mud	mud	kʰ-ʨʰɔ̃ː	kʰ+ʨʰɔ̃ː	kʰ + tɕʰ ɔ̃ː		718 719	718 719	kʰ - + tɕʰ ɔ̃ː -	i + i n	718 719
2625	Khispi	mushroom	mushroom	mu	mu	m u		720	720	m u	i n	22
2626	Duhumbi	mushroom	mushroom	mu	mu	m u		720	720	m u	i n	284
2627	Khoina	mushroom	mushroom	myː	myː	m yː		720	720	m yː	i n	22
2628	Jerigaon	mushroom	mushroom	myː	myː	m yː		720	720	m yː	i n	284
2629	Khoitam	mushroom	mushroom	myː	myː	m yː		720	720	m yː	i n	22
2630	Rahung	mushroom	mushroom	myː	myː	m yː		720	720	m yː	i n	22
2631	Rupa	mushroom	mushroom	myː	myː	m yː		720	720	m yː	i n	22
2632	Shergaon	mushroom	mushroom	miː	miː	m iː		720	720	m iː	i n	22
2633	Khispi	naga, serpent deity	naga, serpent deity	hu	hu	h u		721	721	h u	i n	721
2634	Duhumbi	naga, serpent deity	naga, serpent deity	hu	hu	h u		721	721	h u	i n	721
2639	Rupa	naga, serpent deity	naga, serpent deity	lyː	lyː	l yː		721	722	l yː	i n	721
2641	Khispi	nail	nail	hut-ʨʰin	hut+ʨʰin	h u t + tɕʰ i n		724 723	725 723	h u t + tɕʰ i n	i n c + i n c	410 723
2642	Duhumbi	nail	nail	hut-ʦun ~ hut-ʦum	hut+ʦun	h u t + ts u n		724 723	725 723	h u t + ts u n	i n c + i n c	410 723
2643	Khoina	nail	nail	ik-ʦiŋ	ik+ʦiŋ	i k + ts i ŋ		724 723	724 723	- i k + ts i ŋ	n c + i n c	410 723
2644	Jerigaon	nail	nail	ik-ʨʰiŋ	ik+ʨʰiŋ	i k + tɕʰ i ŋ		724 723	724 723	- i k + tɕʰ i ŋ	n c + i n c	410 723
2645	Khoitam	nail	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ		724 723	724 723	- i k + tɕ i ŋ	n c + i n c	410 723
2646	Rahung	nail	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ		724 723	724 723	- i k + tɕ i ŋ	n c + i n c	410 723
2647	Rupa	nail	nail	ik-ʦiŋ ~ ik-ʦĩː(ŋ) ~ ik-ʨiŋ	ik+ʦiŋ	i k + ts i ŋ		724 723	724 723	- i k + ts i ŋ	n c + i n c	410 723
2648	Shergaon	nail	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ		724 723	724 723	- i k + tɕ i ŋ	n c + i n c	410 723
2649	Khispi	name	name	biŋ	biŋ	b i ŋ		726	728	b i ŋ	i n c	726
2650	Duhumbi	name	name	biŋ	biŋ	b i ŋ		726	728	b i ŋ	i n c	726
2651	Khoina	name	name	a-ʣajŋ	a+ʣajŋ	a + dz aj/ai ŋ		727 726	727 726	a + dz aj/ai ŋ	n + i n c	56 726
2652	Jerigaon	name	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ		727 726	727 726	a + dʑ ɛ ŋ	n + i n c	56 726
2653	Khoitam	name	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ		727 726	727 726	a + dʑ ɛ ŋ	n + i n c	56 726
2654	Rahung	name	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ		727 726	727 726	a + dʑ ɛ ŋ	n + i n c	56 726
2655	Rupa	name	name	a-zɛŋ	a+zɛŋ	a + z ɛ ŋ		727 726	727 726	a + z ɛ ŋ	n + i n c	56 726
2656	Shergaon	name	name	a-zɛŋ	a+zɛŋ	a + z ɛ ŋ		727 726	727 726	a + z ɛ ŋ	n + i n c	56 726
2665	Khispi	navel	navel	bɔ-di	bɔ+di	b ɔ + d i		729 730	729 731	b ɔ + d i	i n + i n	729 730
2666	Duhumbi	navel	navel	bɔ-di	bɔ+di	b ɔ + d i		729 730	729 731	b ɔ + d i	i n + i n	729 730
2667	Khoina	navel	navel	b-raː	b+raː	b + r aː		729 730	729 730	b - + r aː	i + i n	729 730
2668	Jerigaon	navel	navel	(sə-riː) b-rɛː	b+rɛː	b + r ɛː		729 730	729 730	b - + r ɛː	i + i n	729 730
2669	Khoitam	navel	navel	(pʰə-riŋ  ~ fɛ-riŋ) b-rɛː	b+rɛː	b + r ɛː		729 730	729 730	b - + r ɛː	i + i n	729 730
2670	Rahung	navel	navel	(sə-riŋ) b-rɛː	b+rɛː	b + r ɛː		729 730	729 730	b - + r ɛː	i + i n	729 730
2671	Rupa	navel	navel	(sə-riŋ) b-raː	b+raː	b + r aː		729 730	729 730	b - + r aː	i + i n	729 730
2672	Shergaon	navel	navel	bu-ti-mu	bu+ti+mu	b u + t i + m u		729 730 732	729 731 732	b u + t i + m u	i n + i n + i n	729 730 732
2673	Khispi	neck	neck	hɛn-tʰɔŋ	hɛn+tʰɔŋ	h ɛ n + tʰ ɔ ŋ		734 733	734 733	h ɛ n + tʰ ɔ ŋ	i n c + i n c	734 733
2674	Duhumbi	neck	neck	hɛn-tʰɔŋ	hɛn+tʰɔŋ	h ɛ n + tʰ ɔ ŋ		734 733	734 733	h ɛ n + tʰ ɔ ŋ	i n c + i n c	734 733
2675	Khoina	neck	neck	nə-tu-xĩː	nə+tu+xĩː	n ə + t u + x ĩː		734 733 737	735 733 737	n ə - + t u - + x ĩː	i n + i n + i n	734 733 737
2677	Khoitam	neck	neck	nə-tʰuŋ	nə+tʰuŋ	n ə + tʰ u ŋ		734 733	735 733	n ə - + tʰ u ŋ	i n + i n c	734 733
2678	Rahung	neck	neck	pʰ-tʰuŋ	pʰ+tʰuŋ	pʰ + tʰ u ŋ		734 733	736 733	pʰ - - + tʰ u ŋ	i + i n c	734 733
2679	Rupa	neck	neck	tʰuŋ-ʦɛ̃ː	tʰuŋ+ʦɛ̃ː	tʰ u ŋ + ts ɛ̃ː		733 254	734 733	tʰ u ŋ + ts ɛ̃ː	i n c + i n	733 254
2681	Khispi	need to, have to	need to, have to	ʦʰɛt	ʦʰɛt	tsʰ ɛ t		738	738	tsʰ ɛ t	i n c	738
2682	Duhumbi	need to, have to	need to, have to	ʦʰɛt	ʦʰɛt	tsʰ ɛ t		738	738	tsʰ ɛ t	i n c	738
2683	Khoina	need to, have to	need to, have to	ʦʰɛˀ	ʦʰɛˀ	tsʰ ɛˀ		738	738	tsʰ ɛˀ -	i n	738
2685	Khoitam	need to, have to	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		738	738	tɕʰ eˀ -	i n	738
2686	Rahung	need to, have to	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		738	738	tɕʰ eˀ -	i n	738
2687	Rupa	need to, have to	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ		738	738	tɕʰ eˀ -	i n	738
2689	Khispi	needle	needle	pɕi	pɕi	p ɕ i		739	739	p ɕ i	i m n	739
2690	Duhumbi	needle	needle	pɕi	pɕi	p ɕ i		739	739	p ɕ i	i m n	739
2691	Khoina	needle	needle	pʰliː	pʰliː	pʰ l iː		739	739	pʰ l iː	i m n	739
