ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT
3000	Shergaon	poison	poison	duk	duk	d u k		819	819	d u k
3001	Khispi	porcupine	porcupine	ɕa-bi	ɕa+bi	ɕ a + b i		821 820	821 820	ɕ a ◦ b i -
3002	Duhumbi	porcupine	porcupine	ɕa-bɛj	ɕa+bɛj	ɕ a + b ɛ j		821 820	821 820	ɕ a ◦ b ɛ j
3003	Khoina	porcupine	porcupine	ʂu-bɐʰ	ʂu+bɐʰ	ʂ u + b ɐʰ		821 820	821 820	ʂ u ◦ b ɐʰ -
3004	Jerigaon	porcupine	porcupine	su-bɐʰ	su+bɐʰ	s u + b ɐʰ		821 820	821 820	s u ◦ b ɐʰ -
3005	Khoitam	porcupine	porcupine	zu-bɔʰ	zu+bɔʰ	z u + b ɔʰ		821 820	821 820	z u ◦ b ɔʰ -
3006	Rahung	porcupine	porcupine	sə-bɔʰ ~ su-bɔʰ	sə+bɔʰ	s ə + b ɔʰ		821 820	821 820	s ə ◦ b ɔʰ -
3007	Rupa	porcupine	porcupine	sə-bɔ	sə+bɔ	s ə + b ɔ		821 820	821 820	s ə ◦ b ɔ -
3008	Shergaon	porcupine	porcupine	sə-bɔ	sə+bɔ	s ə + b ɔ		821 820	821 820	s ə ◦ b ɔ -
3010	Duhumbi	potato-bean	potato-bean	mɛn	mɛn	m ɛ n		822	822	m ɛ n
3013	Khoitam	potato-bean	potato-bean	man	man	m a n		822	822	m a n
3015	Rupa	potato-bean	potato-bean	man	man	m a n		822	822	m a n
3017	Khispi	pour	pour	huk	huk	h u k		823	823	h u k
3018	Duhumbi	pour	pour	huk	huk	h u k		823	823	h u k
3023	Rupa	pour	pour	lyk	lyk	l y k		823	823	l y k
3024	Shergaon	pour	pour	luk	luk	l u k		823	823	l u k
3025	Khispi	present	present	-de	+de	d e		824	824	d e
3026	Duhumbi	present	present	-deˀ	+deˀ	d eˀ		824	824	d eˀ
3027	Khoina	present	present	-di	+di	d i		824	824	d i
3033	Khispi	prohibitive prefix	prohibitive prefix	tʰa-	tʰa+	tʰ a		825	825	tʰ a
3034	Duhumbi	prohibitive prefix	prohibitive prefix	tʰa-	tʰa+	tʰ a		825	825	tʰ a
3036	Jerigaon	prohibitive prefix	prohibitive prefix	tʰə-	tʰə+	tʰ ə		825	825	tʰ ə
3037	Khoitam	prohibitive prefix	prohibitive prefix	tʰə-	tʰə+	tʰ ə		825	825	tʰ ə
3038	Rahung	prohibitive prefix	prohibitive prefix	tʰə-	tʰə+	tʰ ə		825	825	tʰ ə
3039	Rupa	prohibitive prefix	prohibitive prefix	də-	də+	d ə		825	825	d ə
3040	Shergaon	prohibitive prefix	prohibitive prefix	də-	də+	d ə		825	825	d ə
3041	Khispi	pull	pull1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		826	826	kʰ - ɛ ŋ
3042	Duhumbi	pull	pull1	kʰjɛŋ	kʰjɛŋ	kʰ j ɛ ŋ		826	826	kʰ j ɛ ŋ
3046	Rahung	pull	pull1	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		826	826	tɕʰ - ɛ ŋ
3047	Rupa	pull	pull1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		826	826	kʰ - ɛ ŋ
3048	Shergaon	pull	pull1	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		826	826	kʰ - ɛ ŋ
3051	Khoina	pull	pull2	giː	giː	g iː		326	826	g - iː -
3052	Jerigaon	pull	pull2	giː	giː	g iː		326	826	g - iː -
3053	Khoitam	pull	pull2	giː	giː	g iː		326	826	g - iː -
3054	Rahung	pull	pull2	giː	giː	g iː		326	826	g - iː -
3057	Khispi	pulse	pulse	ɕak-pu	ɕak+pu	ɕ a k + p u		828 827	828 827	ɕ a k ◦ p u
3058	Duhumbi	pulse	pulse	ɕak-pu	ɕak+pu	ɕ a k + p u		828 827	828 827	ɕ a k ◦ p u
3059	Khoina	pulse	pulse	ɕɐk-pyː	ɕɐk+pyː	ɕ ɐ k + p yː		828 827	828 827	ɕ ɐ k ◦ p yː
3060	Jerigaon	pulse	pulse	sɐk-pyː	sɐk+pyː	s ɐ k + p yː		828 827	828 827	s ɐ k ◦ p yː
3061	Khoitam	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k ◦ p yː
3062	Rahung	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k ◦ p yː
3063	Rupa	pulse	pulse	sak-pyː	sak+pyː	s a k + p yː		828 827	828 827	s a k ◦ p yː
3064	Shergaon	pulse	pulse	sak-piː	sak+piː	s a k + p iː		828 827	828 827	s a k ◦ p iː
3065	Khispi	pumpkin	pumpkin	buŋ-ɕa	buŋ+ɕa	b u ŋ + ɕ a		833 831	832 831	b u ŋ ◦ ɕ a
3066	Duhumbi	pumpkin	pumpkin	brum-ɕa	brum+ɕa	b r u m + ɕ a		833 831	833 831	b r u m ◦ ɕ a
3067	Khoina	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a ◦ pʰ l u ŋ
3068	Jerigaon	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a ◦ pʰ l u ŋ
3069	Khoitam	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a ◦ pʰ l u ŋ
3070	Rahung	pumpkin	pumpkin	ma-pʰluŋ	ma+pʰluŋ	m a + pʰ l u ŋ		830 829	830 829	m a ◦ pʰ l u ŋ
3071	Rupa	pumpkin	pumpkin	buŋ-glɔ̃ ~ buŋ-blɔ̃	buŋ+glɔ̃	b u ŋ + g l ɔ̃		833 340	832 829	b u ŋ ◦ g l ɔ̃ -
3072	Shergaon	pumpkin	pumpkin	brum-sɔː	brum+sɔː	b r u m + s ɔː		833 831	833 831	b r u m ◦ s ɔː
3081	Khispi	pus	pus	haj	haj	h a j		835	836	h a j
3082	Duhumbi	pus	pus	haj	haj	h a j		835	836	h a j
3083	Khoina	pus	pus	a-nɐ̃ʰ	a+nɐ̃ʰ	a + n ɐ̃ʰ		834 835	834 835	a ◦ n ɐ̃ʰ
3084	Jerigaon	pus	pus	a-nɐ̃ʰ	a+nɐ̃ʰ	a + n ɐ̃ʰ		834 835	834 835	a ◦ n ɐ̃ʰ
3085	Khoitam	pus	pus	a-nɔ̃ʰ	a+nɔ̃ʰ	a + n ɔ̃ʰ		834 835	834 835	a ◦ n ɔ̃ʰ
3086	Rahung	pus	pus	a-nɔ̃ʰ	a+nɔ̃ʰ	a + n ɔ̃ʰ		834 835	834 835	a ◦ n ɔ̃ʰ
3087	Rupa	pus	pus	a-nɔ ~ ɔ-nɔ	a+nɔ	a + n ɔ		834 835	834 835	a ◦ n ɔ
3088	Shergaon	pus	pus	a-nɔ	a+nɔ	a + n ɔ		834 835	834 835	a ◦ n ɔ
3089	Khispi	push	push	du	du	d u		837	838	d u
3090	Duhumbi	push	push	du	du	d u		837	838	d u
3091	Khoina	push	push	ryː(j)	ryː	r yː		837	837	r yː
3092	Jerigaon	push	push	ryː	ryː	r yː		837	837	r yː
3093	Khoitam	push	push	ryː	ryː	r yː		837	837	r yː
3094	Rahung	push	push	ryː	ryː	r yː		837	837	r yː
3095	Rupa	push	push	ryː	ryː	r yː		837	837	r yː
3096	Shergaon	push	push	ryː	ryː	r yː		837	837	r yː
3098	Duhumbi	put	put	ʨɔj	ʨɔj	tɕ ɔ j		839	839	tɕ ɔ j
3099	Khoina	put	put	ʦʰɐʰ	ʦʰɐʰ	tsʰ ɐʰ		839	839	tsʰ ɐʰ -
3100	Jerigaon	put	put	ʨʰɐʰ	ʨʰɐʰ	tɕʰ ɐʰ		839	839	tɕʰ ɐʰ -
3101	Khoitam	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -
3102	Rahung	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -
3103	Rupa	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -
3104	Shergaon	put	put	ʨʰɔʰ	ʨʰɔʰ	tɕʰ ɔʰ		839	839	tɕʰ ɔʰ -
3105	Khispi	quarrel (v)	quarrel (v)	aj ɕɔŋ	aj_ɕɔŋ	a j _ ɕ ɔ ŋ		841 347	842 840	a j ◦ ɕ ɔ ŋ
3106	Duhumbi	quarrel (v)	quarrel (v)	aj ɕɔŋ	aj_ɕɔŋ	a j _ ɕ ɔ ŋ		841 347	842 840	a j ◦ ɕ ɔ ŋ
3107	Khoina	quarrel (v)	quarrel (v)	ja iː	ja_iː	j a _ iː		841 840	841 840	j a ◦ - iː -
3108	Jerigaon	quarrel (v)	quarrel (v)	jɛˀ iː ~ aˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ ◦ - iː -
3109	Khoitam	quarrel (v)	quarrel (v)	jɛˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ ◦ - iː -
3110	Rahung	quarrel (v)	quarrel (v)	jɛˀ iː	jɛˀ_iː	j ɛˀ _ iː		841 840	841 840	j ɛˀ ◦ - iː -
3111	Rupa	quarrel (v)	quarrel (v)	ja di	ja_di	j a _ d i		841 343	841 840	j a ◦ d i -
3113	Khispi	question	question	ja	ja	j a		843	843	j a
3114	Duhumbi	question	question	ja	ja	j a		843	843	j a
3117	Khoitam	question	question	ja ~ a	ja	j a		843	843	j a
3118	Rahung	question	question	ja ~ a	ja	j a		843	843	j a
3119	Rupa	question	question	ja ~ a	ja	j a		843	843	j a
3121	Khispi	quiver	quiver	li-ʑi-bi	li+ʑi+bi	l i + ʑ i + b i		845 844 846	845 844 846	l i ◦ ʑ i - ◦ b i
3122	Duhumbi	quiver	quiver	ʑip-li	ʑip+li	ʑ i p + l i		844 845	844 845	ʑ i p ◦ l i
3123	Khoina	quiver	quiver	ʐi	ʐi	ʐ i		844	844	ʐ i -
3124	Jerigaon	quiver	quiver	zi	zi	z i		844	844	z i -
3125	Khoitam	quiver	quiver	zi	zi	z i		844	844	z i -
3126	Rahung	quiver	quiver	zi	zi	z i		844	844	z i -
3127	Rupa	quiver	quiver	zə-zyː ~ zi	zə+zyː	z ə + z yː		844 844	844 844	z ə - ◦ z ə -
3128	Shergaon	quiver	quiver	zi-li	zi+li	z i + l i		844 845	844 845	z i - ◦ l i
3129	Khispi	radish	radish	mu-la	mu+la	m u + l a		848 847	848 847	m u ◦ l a
3130	Duhumbi	radish	radish	mu-la	mu+la	m u + l a		848 847	848 847	m u ◦ l a
3131	Khoina	radish	radish	ma-luː	ma+luː	m a + l uː		848 847	848 847	m a ◦ l uː
3132	Jerigaon	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə ◦ l uː
3133	Khoitam	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə ◦ l uː
3134	Rahung	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə ◦ l uː
3135	Rupa	radish	radish	mə-luː	mə+luː	m ə + l uː		848 847	848 847	m ə ◦ l uː
3136	Shergaon	radish	radish	mu-luː	mu+luː	m u + l uː		848 847	848 847	m u ◦ l uː
3146	Duhumbi	rain (n)	rain (n)	nam-ʦʰa	nam+ʦʰa	n a m + tsʰ a		850 849	850 849	n a m ◦ tsʰ a
3147	Khoina	rain (n)	rain (n)	na-ʦʰuː	na+ʦʰuː	n a + tsʰ uː		850 849	850 849	n a - ◦ tsʰ uː
3148	Jerigaon	rain (n)	rain (n)	nə-ʨʰuː	nə+ʨʰuː	n ə + tɕʰ uː		850 849	850 849	n ə - ◦ tɕʰ uː
3149	Khoitam	rain (n)	rain (n)	nə-ʨʰuː	nə+ʨʰuː	n ə + tɕʰ uː		850 849	850 849	n ə - ◦ tɕʰ uː
3150	Rahung	rain (n)	rain (n)	pʰ-ʨʰuː	pʰ+ʨʰuː	pʰ + tɕʰ uː		850 849	851 849	pʰ ◦ tɕʰ uː
3151	Rupa	rain (n)	rain (n)	nə-ʦʰoː ~ nə-ʦʰuː	nə+ʦʰoː	n ə + tsʰ oː		850 849	850 849	n ə - ◦ tsʰ oː
3155	Khoina	rainbow	rainbow	paː-hu	paː+hu	p aː + h u		852 853	852 853	p aː - ◦ h u -
3156	Jerigaon	rainbow	rainbow	pʰaŋ-lu	pʰaŋ+lu	pʰ a ŋ + l u		852 853	852 853	pʰ a ŋ ◦ l u -
3157	Khoitam	rainbow	rainbow	pʰaŋ-lu	pʰaŋ+lu	pʰ a ŋ + l u		852 853	852 853	pʰ a ŋ ◦ l u -
3158	Rahung	rainbow	rainbow	pʰaŋ-ruŋ	pʰaŋ+ruŋ	pʰ a ŋ + r u ŋ		852 853	852 853	pʰ a ŋ ◦ r u ŋ
3159	Rupa	rainbow	rainbow	pʰaŋ-kʰ- lũ(ŋ) ~ pʰaŋ-kʰə-lu	pʰaŋ+kʰ+_lũ	pʰ a ŋ + kʰ + l ũ		852 855 853	852 853 854	pʰ a ŋ ◦ - - kʰ ◦ l ũ
3160	Shergaon	rainbow	rainbow	pʰaŋ-kʰə-lu	pʰaŋ+kʰə+lu	pʰ a ŋ + kʰ ə + l u		852 855 853	852 855 853	pʰ a ŋ ◦ kʰ ə ◦ l u -
3162	Duhumbi	reap	reap	ram	ram	r a m		856	856	r a m
3165	Khoitam	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -
3166	Rahung	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -
3167	Rupa	reap	reap	rũː(ŋ)	rũː	r ũː		856	856	r ũː -
3169	Khispi	recognise	recognise	is	is	i s		857	858	i s
3170	Duhumbi	recognise	recognise	is	is	i s		857	858	i s
3171	Khoina	recognise	recognise	ɛ̃ˀ	ɛ̃ˀ	ɛ̃ˀ		857	857	ɛ̃ˀ
3173	Khoitam	recognise	recognise	ĩˀ	ĩˀ	ĩˀ		857	857	ĩˀ
3174	Rahung	recognise	recognise	ĩˀ	ĩˀ	ĩˀ		857	857	ĩˀ
3175	Rupa	recognise	recognise	ɛ̃ˀ	ɛ̃ˀ	ɛ̃ˀ		857	857	ɛ̃ˀ
3177	Khispi	red	red	ɔ--hɛk	ɔ++hɛk	ɔ + h ɛ k		859 860	859 860	ɔ ◦ h - ɛ k
3178	Duhumbi	red	red	ɔ-hjɛk ~ ɔ-kʰjɛk	ɔ+hjɛk	ɔ + h j ɛ k		859 860	859 860	ɔ ◦ h j ɛ k
3179	Khoina	red	red	a-xajk	a+xajk	a + x a j k		859 860	859 861	a ◦ x a j k
3180	Jerigaon	red	red	ə-hɛk ~ a-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə ◦ h - ɛ k
3181	Khoitam	red	red	ə-hɛk ~ a-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə ◦ h - ɛ k
3182	Rahung	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə ◦ h - ɛ k
3183	Rupa	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə ◦ h - ɛ k
3184	Shergaon	red	red	ə-hɛk	ə+hɛk	ə + h ɛ k		859 860	859 860	ə ◦ h - ɛ k
3185	Khispi	reflexive marker	reflexive marker	-bi	+bi	b i		862	863	b i
3186	Duhumbi	reflexive marker	reflexive marker	-bi	+bi	b i		862	863	b i
3187	Khoina	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3188	Jerigaon	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3189	Khoitam	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3190	Rahung	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3191	Rupa	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3192	Shergaon	reflexive marker	reflexive marker	-ʥi	+ʥi	dʑ i		862	862	dʑ i
3193	Khispi	rest (n)	rest (n)	ɕɔk	ɕɔk	ɕ ɔ k		864	864	ɕ ɔ k
3194	Duhumbi	rest (n)	rest (n)	ɕɔk	ɕɔk	ɕ ɔ k		864	864	ɕ ɔ k
3195	Khoina	rest (n)	rest (n)	a-ʨyk	a+ʨyk	a + tɕ y k		865 864	865 864	a ◦ tɕ y k
3197	Khoitam	rest (n)	rest (n)	a-ʨʰɔ̃ː	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		865 864	865 864	a ◦ tɕʰ ɔ̃ː -
3198	Rahung	rest (n)	rest (n)	ʨʰɔ̃ː	ʨʰɔ̃ː	tɕʰ ɔ̃ː		864	864	tɕʰ ɔ̃ː -
3199	Rupa	rest (n)	rest (n)	do-ʨʰɔk	do+ʨʰɔk	d o + tɕʰ ɔ k		866 864	866 864	d o ◦ tɕʰ ɔ k
3201	Khispi	rib	rib	ɕi-ki-liŋ	ɕi+ki+liŋ	ɕ i + k i + l i ŋ		867 869 868	867 869 868	ɕ i ◦ k i ◦ l i ŋ -
3204	Jerigaon	rib	rib	hə-rɛ̃ĩː	hə+rɛ̃ĩː	h ə + r ɛ̃ ĩː		867 868	867 868	h ə ◦ r ɛ̃ - ĩː
3205	Khoitam	rib	rib	hə-rĩː	hə+rĩː	h ə + r ĩː		867 868	867 868	h ə ◦ r ĩː - -
3206	Rahung	rib	rib	hə-rĩː	hə+rĩː	h ə + r ĩː		867 868	867 868	h ə ◦ r ĩː - -
3207	Rupa	rib	rib	ha-rɛ̃ː ~ hə-rɛ̃ː	ha+rɛ̃ː	h a + r ɛ̃ː		867 868	867 868	h a ◦ r ɛ̃ː - -
3208	Shergaon	rib	rib	hə-rɛŋ	hə+rɛŋ	h ə + r ɛ ŋ		867 868	867 868	h ə ◦ r ɛ ŋ -
3211	Khoina	rice, husked	rice, husked	ʦʰuː	ʦʰuː	tsʰ uː		870	870	tsʰ uː
3212	Jerigaon	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː
3213	Khoitam	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː
3214	Rahung	rice, husked	rice, husked	ʨʰuː	ʨʰuː	tɕʰ uː		870	870	tɕʰ uː
3217	Khispi	rice, unhusked, paddy	rice, unhusked, paddy	ni-ɕi	ni+ɕi	n i + ɕ i		872 871	872 871	n i ◦ ɕ i
3218	Duhumbi	rice, unhusked, paddy	rice, unhusked, paddy	ni-ɕi	ni+ɕi	n i + ɕ i		872 871	872 871	n i ◦ ɕ i
3220	Jerigaon	rice, unhusked, paddy	rice, unhusked, paddy	a-seː	a+seː	a + s eː		873 871	873 871	a ◦ s eː
3221	Khoitam	rice, unhusked, paddy	rice, unhusked, paddy	nə-seː	nə+seː	n ə + s eː		872 871	872 871	n ə ◦ s eː
3223	Rupa	rice, unhusked, paddy	rice, unhusked, paddy	nə-seː	nə+seː	n ə + s eː		872 871	872 871	n ə ◦ s eː
3224	Shergaon	rice, unhusked, paddy	rice, unhusked, paddy	ni-seː	ni+seː	n i + s eː		872 871	872 871	n i ◦ s eː
3225	Khispi	ride, mount	ride, mount	il	il	i l		874	874	i l
3226	Duhumbi	ride, mount	ride, mount	iɹ	iɹ	i ɹ		874	874	i ɹ
3231	Rupa	ride, mount	ride, mount	ɛ̃ː(n)	ɛ̃ː	ɛ̃ː		874	875	ɛ̃ː
3233	Khispi	right	right	u-ɕu	u+ɕu	u + ɕ u		877 876	877 876	u ◦ ɕ u
3234	Duhumbi	right	right	u-ɕu	u+ɕu	u + ɕ u		877 876	877 876	u ◦ ɕ u
3235	Khoina	right	right	a-ʦɐ̃ː	a+ʦɐ̃ː	a + ts ɐ̃ː		877 876	877 876	a ◦ ts ɐ̃ː
3236	Jerigaon	right	right	a-ʨɐ̃ː	a+ʨɐ̃ː	a + tɕ ɐ̃ː		877 876	877 876	a ◦ tɕ ɐ̃ː
3237	Khoitam	right	right	a-ʨɔ̃ː	a+ʨɔ̃ː	a + tɕ ɔ̃ː		877 876	877 876	a ◦ tɕ ɔ̃ː
3238	Rahung	right	right	ʨɔ̃ː	ʨɔ̃ː	tɕ ɔ̃ː		876	876	tɕ ɔ̃ː
3239	Rupa	right	right	a-ʦɔ̃ː	a+ʦɔ̃ː	a + ts ɔ̃ː		877 876	877 876	a ◦ ts ɔ̃ː
3240	Shergaon	right	right	a-ʨɔ̃ː	a+ʨɔ̃ː	a + tɕ ɔ̃ː		877 876	877 876	a ◦ tɕ ɔ̃ː
3241	Khispi	ripe	ripe	jɔm-ba	jɔm+ba	j ɔ m + b a		878 879	878 879	j ɔ m ◦ b a
3242	Duhumbi	ripe	ripe	jɔm-ba	jɔm+ba	j ɔ m + b a		878 879	878 879	j ɔ m ◦ b a
3243	Khoina	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a ◦ j u ŋ
3244	Jerigaon	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ ◦ b a
3245	Khoitam	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a ◦ j u ŋ
3246	Rahung	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ ◦ b a
3247	Rupa	ripe	ripe	juŋ-ba	juŋ+ba	j u ŋ + b a		878 879	878 879	j u ŋ ◦ b a
3248	Shergaon	ripe	ripe	a-juŋ	a+juŋ	a + j u ŋ		880 878	880 878	a ◦ j u ŋ
3249	Khispi	roof	roof	wam-ʨʰa	wam+ʨʰa	w a m + tɕʰ a		881 882	881 882	w a m ◦ tɕʰ a -
3250	Duhumbi	roof	roof	wam-ʨʰa	wam+ʨʰa	w a m + tɕʰ a		881 882	881 882	w a m ◦ tɕʰ a -
3251	Khoina	roof	roof	jam ʦʰɔ̃ː(ŋ)	jam_ʦʰɔ̃ː	j a m _ tsʰ ɔ̃ː		881 882	881 882	j a m ◦ tsʰ ɔ̃ː -
3253	Khoitam	roof	roof	nam bə-ʨʰũː	nam_bə+ʨʰũː	n a m _ b ə + tɕʰ ũː		881 884 882	881 884 883	n a m ◦ b ə ◦ tɕʰ ũː
3254	Rahung	roof	roof	jam-ʨʰũː(ŋ)	jam+ʨʰũː	j a m + tɕʰ ũː		881 882	881 882	j a m ◦ tɕʰ ũː -
3255	Rupa	roof	roof	jam-ʦʰɔŋ	jam+ʦʰɔŋ	j a m + tsʰ ɔ ŋ		881 882	881 882	j a m ◦ tsʰ ɔ ŋ
3259	Khoina	root	root	a-xĩː	a+xĩː	a + x ĩː		885 886	885 886	a ◦ x ĩː
3260	Jerigaon	root	root	i-hĩː	i+hĩː	i + h ĩː		885 886	885 886	i ◦ h ĩː
3261	Khoitam	root	root	a-hĩː	a+hĩː	a + h ĩː		885 886	885 886	a ◦ h ĩː
3262	Rahung	root	root	ə-hĩː	ə+hĩː	ə + h ĩː		885 886	885 886	ə ◦ h ĩː
3263	Rupa	root	root	ə-hĩː	ə+hĩː	ə + h ĩː		885 886	885 886	ə ◦ h ĩː
3265	Khispi	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3266	Duhumbi	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3267	Khoina	rope	rope	ɕ-tʰɐk	ɕ+tʰɐk	ɕ + tʰ ɐ k		888 887	888 887	ɕ ◦ tʰ ɐ k
3268	Jerigaon	rope	rope	s-tʰɐk	s+tʰɐk	s + tʰ ɐ k		888 887	888 887	s ◦ tʰ ɐ k
3269	Khoitam	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3270	Rahung	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3271	Rupa	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3272	Shergaon	rope	rope	tʰak	tʰak	tʰ a k		887	887	tʰ a k
3273	Khispi	rot (vi)	rot (vi)	ham	ham	h a m		889	889	h a m
3274	Duhumbi	rot (vi)	rot (vi)	ham	ham	h a m		889	889	h a m
3275	Khoina	rot (vi)	rot (vi)	xũː	xũː	x ũː		889	890	x ũː
3276	Jerigaon	rot (vi)	rot (vi)	hɔ̃ː(ŋ)	hɔ̃ː	h ɔ̃ː		889	889	h ɔ̃ː -
3277	Khoitam	rot (vi)	rot (vi)	hũː(ŋ)	hũː	h ũː		889	889	h ũː -
3278	Rahung	rot (vi)	rot (vi)	hũːŋ	hũːŋ	h ũː ŋ		889	889	h ũː ŋ
3279	Rupa	rot (vi)	rot (vi)	hũː	hũː	h ũː		889	889	h ũː -
3280	Shergaon	rot (vi)	rot (vi)	hɔ̃ː	hɔ̃ː	h ɔ̃ː		889	889	h ɔ̃ː -
3281	Khispi	round, small object	round, small object	bu	bu	b u		894	894	b - u
3282	Duhumbi	round, small object	round, small object	bɹu	bɹu	b ɹ u		894	894	b ɹ u
3283	Khoina	round, small object	round, small object	lak a-byː	lak_a+byː	l a k _ a + b yː		891 893 894	891 893 892	l a k ◦ a ◦ b - yː
3285	Khoitam	round, small object	round, small object	bɹɔː	bɹɔː	b ɹ ɔː		894	894	b ɹ ɔː
3286	Rahung	round, small object	round, small object	suk a-byː	suk_a+byː	s u k _ a + b yː		362 893 894	891 893 892	s u k ◦ a ◦ b - yː
3287	Rupa	round, small object	round, small object	lak a-bɹyː	lak_a+bɹyː	l a k _ a + b ɹ yː		891 893 894	891 893 892	l a k ◦ a ◦ b ɹ yː
3288	Shergaon	round, small object	round, small object	lak a-bɹyː	lak_a+bɹyː	l a k _ a + b ɹ yː		891 893 894	891 893 892	l a k ◦ a ◦ b ɹ yː
3291	Khoina	rub	rub	nyŋ	nyŋ	n y ŋ		895	895	n y ŋ
3292	Jerigaon	rub	rub	nyŋ	nyŋ	n y ŋ		895	895	n y ŋ
3294	Rahung	rub	rub	nyŋ	nyŋ	n y ŋ		895	895	n y ŋ
3295	Rupa	rub	rub	nyŋ	nyŋ	n y ŋ		895	895	n y ŋ
3297	Khispi	rub; sharpen	rub; sharpen	ʑin	ʑin	ʑ i n		896	896	ʑ i n
3298	Duhumbi	rub; sharpen	rub; sharpen	ʑin	ʑin	ʑ i n		896	896	ʑ i n
3299	Khoina	rub; sharpen	rub; sharpen	ʐyː	ʐyː	ʐ yː		896	896	ʐ yː -
3301	Khoitam	rub; sharpen	rub; sharpen	zyː	zyː	z yː		896	896	z yː -
3302	Rahung	rub; sharpen	rub; sharpen	zyː(j)	zyː	z yː		896	896	z yː -
3303	Rupa	rub; sharpen	rub; sharpen	zyː	zyː	z yː		896	896	z yː -
3307	Khoina	run	run	ʦɔː	ʦɔː	ts ɔː		897	897	ts ɔː
3310	Rahung	run	run	ʨɛː	ʨɛː	tɕ ɛː		897	897	tɕ ɛː
3311	Rupa	run	run	caː ~ ʨaː	caː	c aː		897	897	c aː
3312	Shergaon	run	run	ʨaː	ʨaː	tɕ aː		897	897	tɕ aː
3313	Khispi	sago	sago	nut	nut	n u t		898	898	n u t
3314	Duhumbi	sago	sago	nuk	nuk	n u k		898	898	n u k
3315	Khoina	sago	sago	nyk	nyk	n y k		898	898	n y k
3316	Jerigaon	sago	sago	nyk	nyk	n y k		898	898	n y k
3317	Khoitam	sago	sago	nyk	nyk	n y k		898	898	n y k
3318	Rahung	sago	sago	nyk	nyk	n y k		898	898	n y k
3319	Rupa	sago	sago	nyk	nyk	n y k		898	898	n y k
3320	Shergaon	sago	sago	nuk	nuk	n u k		898	898	n u k
